,id,title,year,journal.id,journal.title
0,pub.1041418735,Correction to “Global radiative forcing of coupled tropospheric ozone and aerosols in a unified general circulation model”,2004,jour.1312079,Journal of Geophysical Research
0,pub.1008519754,"Trends in exceedances of the ozone air quality standard in the continental United States, 1980–1998",2001,jour.1132096,Atmospheric Environment
0,pub.1056733004,Incidence of skin cancer in 5356 patients following organ transplantation,2000,jour.1000902,British Journal of Dermatology
0,pub.1034059894,Effect of anthropogenic aerosols on biologically active ultraviolet radiation,1991,jour.1126650,Geophysical Research Letters
0,pub.1044962512,An analysis of ozonesonde data for the troposphere: Recommendations for testing 3‐D models and development of a gridded climatology for tropospheric ozone,1999,jour.1312079,Journal of Geophysical Research
0,pub.1000791088,Health risk assessment due to wastewater use in agriculture,1998,jour.1017914,Pure and Applied Chemistry
0,pub.1055519704,"Environmental Policy Analysis, Peer Reviewed: UV-B Screening by Tropospheric Ozone: Implications for the National Ambient Air Quality Standard",1997,jour.1012116,Environmental Science and Technology
0,pub.1045121642,Skin cancer and UV radiation,1993,jour.1018957,Nature
0,pub.1050115414,Ultraviolet radiation and skin cancer—keep your top on?,1994,jour.1000902,British Journal of Dermatology
0,pub.1008620867,Toxic effects of ultraviolet radiation on the skin,2004,jour.1019541,Toxicology and Applied Pharmacology
0,pub.1052411445,Reduction of solar UV by clouds: A comparison between satellite‐derived cloud effects and ground‐based radiation measurements,2000,jour.1312079,Journal of Geophysical Research
0,pub.1016454366,A Review of the Epidemiologic Evidence Linking Ultraviolet Radiation and Cataracts,2002,,
0,pub.1074719280,Attributable risk estimates for cataract to prioritize medical and public health action.,2000,jour.1086359,Investigative Ophthalmology & Visual Science
0,pub.1048041347,Satellite retrievals of erythemal UV dose compared with ground‐based measurements at northern and southern midlatitudes,2001,jour.1312079,Journal of Geophysical Research
0,pub.1011513397,Ozone profile differences between Europe and New Zealand: Effects on surface UV irradiance and its estimation from satellite sensors,2003,jour.1312079,Journal of Geophysical Research
0,pub.1074682855,An action spectrum for UV-B radiation and the rat lens.,2000,jour.1086359,Investigative Ophthalmology & Visual Science
0,pub.1005421692,Radiative forcing from tropospheric ozone calculated with a unified chemistry‐climate model,1999,jour.1312079,Journal of Geophysical Research
0,pub.1019929095,Uncertainty in preindustrial abundance of tropospheric ozone: Implications for radiative forcing calculations,2001,jour.1312079,Journal of Geophysical Research
0,pub.1047072521,Cumulus clouds and UV-B,1994,jour.1018957,Nature
0,pub.1013933224,Ultraviolet exposure in the Ironman triathlon,2001,jour.1011551,Medicine & Science in Sports & Exercise
0,pub.1024236105,Extreme UV Exposure of Professional Cyclists,2000,jour.1102084,Dermatology
0,pub.1053411406,Sun Exposure at School,1999,jour.1017877,Photochemistry and Photobiology
0,pub.1004613057,Vertical distribution of ozone at four sites in the United States,2003,jour.1312079,Journal of Geophysical Research
0,pub.1034600573,An analysis of cumulative lifetime solar ultraviolet radiation exposure and the benefits of daily sun protection,2004,jour.1116392,Dermatologic Therapy
0,pub.1014503830,UV-Induced Changes in the Immune Response to Microbial Infections in Human Subjects and Animal Models,1999,jour.1115525,Journal of Epidemiology
0,pub.1074888100,Action spectrum and recovery for in vitro UV-induced cataract using whole lenses.,2001,jour.1086359,Investigative Ophthalmology & Visual Science
0,pub.1028122458,"Effects of meteorology on the annual and interannual cycle of the UV-B and total radiation in Córdoba City, Argentina",2004,jour.1132096,Atmospheric Environment
0,pub.1050913036,PENETRATION OF SOLAR ERYTHEMAL UV RADIATION IN THE SHADE OF TWO COMMON AUSTRALIAN TREES,1999,jour.1077110,Health Physics
0,pub.1032573685,The mutagenic effect of ultraviolet‐A1 on human skin demonstrated by sequencing the p53 gene in single keratinocytes,2002,jour.1094754,Photodermatology Photoimmunology & Photomedicine
0,pub.1076625240,Non-melanoma skin cancers and human papillomavirus.,2003,jour.1086213,Annales de Dermatologie et de Vénéréologie
0,pub.1005957636,CHAPTER SIX Ocular Effects of Radiant Energy,1993,,
0,pub.1031710572,Ultraviolet radiation and autoimmune disease: insights from epidemiological research,2002,jour.1016494,Toxicology
0,pub.1018353888,Effects of altitude and latitude on ambient UVB radiation,1999,jour.1089909,Journal of the American Academy of Dermatology
0,pub.1046362999,The Monodelphis Melanoma Model: Initial Report on Large Ultraviolet A Exposures of Suckling Young,2000,jour.1017877,Photochemistry and Photobiology
0,pub.1015211883,A three‐dimensional chemistry/general circulation model simulation of anthropogenically derived ozone in the troposphere and its radiative climate forcing,1997,jour.1312079,Journal of Geophysical Research
0,pub.1079701443,The ocular dose of ultraviolet radiation to outdoor workers.,1988,jour.1086359,Investigative Ophthalmology & Visual Science
0,pub.1021194944,Responses of Plants to UV-B Radiation,2001,,
0,pub.1012492529,"DNA damage formation, DNA repair, and survival after exposure of DNA repair-proficient and nucleotide excision repair-deficient human lymphoblasts to UVA1 and UVB",2000,jour.1017662,International Journal of Radiation Biology
0,pub.1109642579,Fundamentals of atmospheric physics,1996,,
0,pub.1012455530,The molecular pathways of ultraviolet-induced carcinogenesis,1999,jour.1018186,Mutation Research/Fundamental and Molecular Mechanisms of Mutagenesis
0,pub.1026975803,An evaluation of UV protection imparted by cotton fabrics dyed with natural colorants,2004,jour.1024936,BMC Dermatology
0,pub.1001323839,Observed influence of clouds on ultraviolet‐B radiation,1996,jour.1126650,Geophysical Research Letters
0,pub.1029919859,Use of protective equipment among California farmers,2002,jour.1092041,American Journal of Industrial Medicine
0,pub.1064746601,"Ultraviolet radiation-induced immune modulation: potential consequences for infectious, allergic, and autoimmune disease.",1997,jour.1031925,Environmental Health Perspectives
0,pub.1010277859,Dose Response for UV‐induced Immune Suppression in People of Color: Differences Based on Erythemal Reactivity Rather than Skin Pigmentation¶†,2001,jour.1017877,Photochemistry and Photobiology
0,pub.1004464229,Wavelengths effective in induction of malignant melanoma.,1993,jour.1082971,Proceedings of the National Academy of Sciences of the United States of America
0,pub.1049515409,An exploration of ozone changes and their radiative forcing prior to the chlorofluorocarbon era,2002,jour.1033685,Atmospheric Chemistry and Physics
0,pub.1050215450,Estimates of ozone depletion and skin cancer incidence to examine the Vienna Convention achievements,1996,jour.1018957,Nature
0,pub.1046020075,Reconstruction of Past Solar Irradiance,2000,jour.1026170,Space Science Reviews
0,pub.1042884891,Evolution of tropospheric ozone radiative forcing,1998,jour.1126650,Geophysical Research Letters
0,pub.1025517483,Future estimates of tropospheric ozone radiative forcing and methane turnover — The impact of climate change,2000,jour.1126650,Geophysical Research Letters
0,pub.1009556171,Dermatological perspectives of malignant melanoma,2003,jour.1007117,Surgical Clinics of North America
0,pub.1047040961,Effect of Ultraviolet Radiation on Cataract Formation,1988,jour.1014075,New England Journal of Medicine
0,pub.1056353891,Solar UVR exposures of indoor workers in a Working and a Holiday Period assessed by personal dosimeters and sun exposure diaries,2001,jour.1094754,Photodermatology Photoimmunology & Photomedicine
0,pub.1013362418,Nucleotide excision repair gene XPD polymorphisms and genetic predisposition to melanoma,2001,jour.1091552,Carcinogenesis
0,pub.1001347980,"Reconstruction of erythemal UV irradiance and dose at Hohenpeissenberg (1968–2001) considering trends of total ozone, cloudiness and turbidity",2004,jour.1086664,Theoretical and Applied Climatology
0,pub.1021158957,Mechanisms underlying UV-induced immune suppression,2005,jour.1018186,Mutation Research/Fundamental and Molecular Mechanisms of Mutagenesis
0,pub.1049846800,Ultraviolet radiation and skin cancer of humans,1997,jour.1098099,Journal of Photochemistry and Photobiology B Biology
0,pub.1022916644,Radiative forcing due to tropospheric ozone and sulfate aerosols,1997,jour.1312079,Journal of Geophysical Research
0,pub.1018689726,"A Prospective Study of Pigmentation, Sun Exposure, and Risk of Cutaneous Malignant Melanoma in Women",2003,jour.1358108,Journal of the National Cancer Institute
0,pub.1052949915,A review of surface ozone background levels and trends,2004,jour.1132096,Atmospheric Environment
0,pub.1022552713,ANNUAL OCCUPATIONAL EXPOSURE TO ULTRAVIOLET RADIATION IN CENTRAL QUEENSLAND,2001,jour.1077110,Health Physics
0,pub.1022404051,Physiological Variation in the Erythemal Response to Ultraviolet Radiation and Photoadaptation,2004,jour.1358061,Journal of Investigative Dermatology
0,pub.1055735749,"Chemistry of Atmospheres. An Introduction to the Chemistry of the Atmospheres of Earth, the Planets, and Their Satellites. Third Edition By Richard P. Wayne (University of Oxford). Oxford University Press: Oxford. 2000. xxx + 776 pp. $57.95. ISBN 0-19-850375-X",2000,jour.1081898,Journal of the American Chemical Society
0,pub.1042466122,Repair of UV Light-Induced DNA Damage and Risk of Cutaneous Malignant Melanoma,2003,jour.1358108,Journal of the National Cancer Institute
0,pub.1001870609,The effects of horizontally extended clouds on backscattered ultraviolet sunlight,1995,jour.1312079,Journal of Geophysical Research
0,pub.1033152675,Vertical distribution of spectral solar irradiance in the cloudless sky: A case study,2003,jour.1126650,Geophysical Research Letters
0,pub.1019304374,Risk of cutaneous malignant melanoma in relation to use of sunbeds: further evidence for UV-A carcinogenicity,2000,jour.1017082,British Journal of Cancer
0,pub.1016628985,Childhood sun exposure as a risk factor for melanoma: a systematic review of epidemiologic studies,2001,jour.1100917,Cancer Causes & Control
0,pub.1051798571,"Re: Melanocytic Nevi, Solar Keratoses, and Divergent Pathways to Cutaneous Melanoma",2003,jour.1358108,Journal of the National Cancer Institute
0,pub.1023448249,Physical Factors Determining Ultraviolet Radiation Flux into Ecosystems,2001,,
0,pub.1040889430,Susceptibility to Effects of UVB Radiation on Induction of Contact Hypersensitivity as a Risk Factor for Skin Cancer in Humans,1990,jour.1358061,Journal of Investigative Dermatology
0,pub.1043475347,Photochemical Activity and Solar Ultraviolet Radiation (PAUR) Modulation Factors: An overview of the project,2002,jour.1312079,Journal of Geophysical Research
0,pub.1011368593,A Surface Study of Ozone Attack and Antiozonant Protection of Carbon Black Loaded Natural Rubber Compounds,1979,jour.1137020,Rubber Chemistry and Technology
0,pub.1053799565,The Oxidation of Cellulose by Ozone in Small Concentrations,1952,jour.1023018,Textile Research Journal
0,pub.1046259271,The Application of Rubber in the Quantitative Determination of Ozone,1951,jour.1137020,Rubber Chemistry and Technology
0,pub.1012255020,Protection of works of art from damage due to atmospheric ozone,1991,jour.1312763,Atmospheric Environment Part A General Topics
0,pub.1005860169,Effect of temperature on ozone cracking of rubbers,1965,jour.1312016,Journal of Polymer Science Part A General Papers
0,pub.1055491670,Fading of alizarin and related artists' pigments by atmospheric ozone: reaction products and mechanisms.,1987,jour.1012116,Environmental Science and Technology
0,pub.1055487256,Ozone fading of triphenylmethane colorants: reaction products and mechanisms,1989,jour.1012116,Environmental Science and Technology
0,pub.1026918287,Fading of artists' colorants by a mixture of photochemical oxidants,1993,jour.1312763,Atmospheric Environment Part A General Topics
0,pub.1013921959,Mechanisms of Antiozonant Protection: Antiozonant-Rubber Reactions during Ozone Exposure,1984,jour.1137020,Rubber Chemistry and Technology
0,pub.1006235664,Ozone fading of phenolphthalein and aurin,1988,jour.1295062,Coloration Technology
0,pub.1049829118,Kinetics and mechanism of stress relaxation of polyisoprene vulcanizates under ozone ageing,1988,jour.1035461,Polymer Degradation and Stability
0,pub.1039698809,Service Fading of Disperse Dyestuffs by Chemical Agents Other than the Oxides of Nitrogen,1955,jour.1023018,Textile Research Journal
0,pub.1038624193,An improved direct method of rubber cracking analysis for estimating 24-hour ozone levels,1993,jour.1312763,Atmospheric Environment Part A General Topics
0,pub.1055489974,Ozone and the deterioration of works of art.,1983,jour.1012116,Environmental Science and Technology
0,pub.1069509839,The Ozone Fading of Traditional Japanese Colorants,1988,jour.1137406,Studies in Conservation
0,pub.1026053464,The Ozone Fading of Traditional Natural Organic Colorants on Paper,1987,jour.1126256,Journal of the American Institute for Conservation
